20 20
6102	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6105	6101
6106	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	6106
6106	0000	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6202	6205	6205	6205	6205	6205	6205	6201	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6207	0000	0000	0000	0000	0000	6501	6207	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6207	0000	0000	0000	0000	0000	6502	6207	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6207	0000	0000	0000	0000	0000	0000	6207	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6207	0000	0000	0000	0000	0000	0000	6207	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6207	0000	0000	0000	0000	0000	0000	6207	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6207	0000	0000	0000	0000	0000	0000	6207	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	6203	6206	6205	6301	6302	6205	6206	6204	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	6401	6401	6401	0000	6106
6106	0000	6401	6401	6401	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	6401	6401	6401	0000	6106
6106	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	6106
6103	6105	6105	6105	6105	6105	6105	6105	6105	6301	6302	6105	6105	6105	6105	6105	6105	6105	6105	6104

0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	5203	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5202	0000
0000	5208	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5211	5207	5207	5207	5207	5207	5207	5207	5207	5210	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5103	5106	5106	5106	5106	5106	5106	5102	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5108	5101	5101	5101	5101	5101	5101	5109	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5108	5101	5101	5101	5101	5101	5101	5109	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5108	5101	5101	5101	5101	5101	5101	5109	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5108	5101	5101	5101	5101	5101	5101	5109	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5108	5101	5101	5101	5101	5101	5101	5109	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5108	5101	5101	5101	5101	5101	5101	5109	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	5104	5107	5107	5107	5107	5107	5107	5105	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	0000	0000	0000	5302	5301	0000	0000	0000	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	0000	0000	0000	5307	5308	0000	0000	0000	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	0000	0000	0000	5307	5308	0000	0000	0000	5208	5201	5201	5201	5209	0000
0000	5208	5201	5201	5201	5209	0000	0000	0000	5307	5308	0000	0000	0000	5208	5201	5201	5201	5209	0000
0000	5204	5207	5207	5207	5205	0000	0000	0000	5303	5304	0000	0000	0000	5204	5207	5207	5207	5205	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
